idx,station_name,station_id,camera_name,camera_ipaddr,nvr_rtsp_url,manufacturer,model,status
685,북정,107,화장실,7.107.3.121,rtsp://7.107.3.22:4515/0bee2f40-b508-46e6-a25a-58ab029c83e7/3/media.smp,,,
687,북정,107,장애인 화장실,7.107.3.122,rtsp://7.107.3.22:4515/c1855fb3-440b-4d87-b0d6-d857e629d466/3/media.smp,,,
689,북정,107,E/L-1 대합실,7.107.3.202,,,,
691,북정,107,E/L-1 승강장,7.107.3.201,rtsp://7.107.3.22:4515/1c33902e-c032-4a9d-b810-fef93ee9a2be/3/media.smp,,,
693,북정,107,E/L-2 지상,7.107.3.203,,,,
695,북정,107,E/L-2 대합실,7.107.3.204,,,,
697,북정,107,E/L-3 지상,7.107.3.205,,,,
699,북정,107,E/L-3 대합실,7.107.3.206,,,,
701,북정,107,E/S-1 대합,7.107.3.171,,,,
703,북정,107,E/S-1 승강장,7.107.3.172,,,,
705,북정,107,E/S-2 지상,7.107.3.173,,,,
707,북정,107,E/S-2 대합,7.107.3.174,,,,
709,북정,107,E/S-3 지상,7.107.3.175,,,,
711,북정,107,E/S-3 대합,7.107.3.176,,,,
713,북정,107,선로전환기 카메라-24,7.107.3.71,rtsp://7.107.3.22:4515/22b3dfca-c0d5-4773-be57-d6070c34d2e3/3/media.smp,,,
