idx,station_name,station_id,camera_name,camera_ipaddr,nvr_rtsp_url,manufacturer,model,status
291,내송,103,PSD-U1-1,7.103.3.241,rtsp://7.103.3.22:4515/a01e39f6-9a29-45f5-a97b-5cf88de3367c/3/media.smp,,,
293,내송,103,PSD-U1-2,7.103.3.242,rtsp://7.103.3.22:4515/27931ab4-f5f4-4917-9b65-13baeb32dbcb/3/media.smp,,,
295,내송,103,PSD-U2-1,7.103.3.243,rtsp://7.103.3.22:4515/6815c5f3-8df7-4e90-a020-772682ea23b3/3/media.smp,,,
297,내송,103,PSD-U2-2,7.103.3.244,rtsp://7.103.3.22:4515/b7d4bd02-0050-4b80-99ac-b55e80a6d5b3/3/media.smp,,,
299,내송,103,PSD-D1-1,7.103.3.245,rtsp://7.103.3.22:4515/d21f9d45-e3a2-4fce-a441-7df02775cec6/3/media.smp,,,
301,내송,103,PSD-D1-2,7.103.3.246,rtsp://7.103.3.22:4515/b59605a9-041e-4c33-b631-0f00e3a4a623/3/media.smp,,,
303,내송,103,PSD-D2-1,7.103.3.247,rtsp://7.103.3.22:4515/dcb099ca-a4f6-42bd-b9a1-84148e16feb2/3/media.smp,,,
305,내송,103,PSD-D2-2,7.103.3.248,rtsp://7.103.3.22:4515/53640ede-edd7-4273-89a1-ecfe52944272/3/media.smp,,,
307,내송,103,P-U1,7.103.3.101,rtsp://7.103.3.22:4515/f0f6c164-fb2c-4a3b-8aab-0de79e87344e/3/media.smp,,,
309,내송,103,P-U2,7.103.3.102,rtsp://7.103.3.22:4515/379bba7a-5554-4bb7-9cb0-9e2e1974649e/3/media.smp,,,
311,내송,103,P-D1,7.103.3.111,rtsp://7.103.3.22:4515/b00970fe-e004-4a3b-800d-6291eee11859/3/media.smp,,,
313,내송,103,P-D2,7.103.3.112,rtsp://7.103.3.22:4515/c40d28c4-fa6f-4194-8417-46553d0a98ff/3/media.smp,,,
315,내송,103,하선 출입구(상행),7.103.3.131,rtsp://7.103.3.22:4515/6b933149-5f50-471b-a23c-50f661753830/3/media.smp,,,
317,내송,103,하선 출입구(하행),7.103.3.132,rtsp://7.103.3.22:4515/01f6230e-2536-45ba-b061-a6ab8d6aee45/3/media.smp,,,
319,내송,103,출구-1,7.103.3.135,rtsp://7.103.3.22:4515/0235a8c0-57df-4525-8296-c50cf4cbc222/3/media.smp,,,
321,내송,103,출구-2,7.103.3.136,rtsp://7.103.3.22:4515/c7975781-7858-455f-aacc-179b181e79f8/3/media.smp,,,
323,내송,103,G-1,7.103.3.151,rtsp://7.103.3.22:4515/68709aac-957d-42f2-9fcc-ca9de0d23e0b/3/media.smp,,,
325,내송,103,G-2,7.103.3.152,rtsp://7.103.3.22:4515/b4d932f0-4cdc-43a5-a9a4-6e013510b164/3/media.smp,,,
327,내송,103,비상계단-대합,7.103.3.126,rtsp://7.103.3.22:4515/4a751bf6-aa49-43b4-861b-9af4bf49bd3a/3/media.smp,,,
329,내송,103,비상계단-중간,7.103.3.127,,,,
331,내송,103,변전실-1,7.103.3.231,rtsp://7.103.3.22:4515/a15e2f6b-05ad-4adb-9cc6-3bdee40e1631/3/media.smp,,,
333,내송,103,변전실-2,7.103.3.232,rtsp://7.103.3.22:4515/d60057ff-7fbd-4b9d-8aec-120d27a046f9/3/media.smp,,,
335,내송,103,변전실-3,7.103.3.233,rtsp://7.103.3.22:4515/f78a58bd-d26f-473e-8f44-6ef0c73d4adb/3/media.smp,,,
337,내송,103,변전실-4,7.103.3.234,rtsp://7.103.3.22:4515/6fb9381a-68fe-4bc1-850d-d13ba1fff9fc/3/media.smp,,,
339,내송,103,통신기기실,7.103.3.238,rtsp://7.103.3.22:4515/8e1ffb9e-f9ab-4b66-9db6-6eadda44e01e/3/media.smp,,,
341,내송,103,신호기기실,7.103.3.239,rtsp://7.103.3.22:4515/e39937e3-7ca4-452c-8ecc-890f5da84d17/3/media.smp,,,
343,내송,103,발매기,7.103.3.161,rtsp://7.103.3.22:4515/a99a35a4-0f20-4d45-9776-157e0f7a3db6/3/media.smp,,,
345,내송,103,발매기실,7.103.3.162,rtsp://7.103.3.22:4515/a8908553-78a2-40cd-870f-b644cc271335/3/media.smp,,,
347,내송,103,화장실,7.103.3.121,,,,
349,내송,103,본선 비상안내-8,7.103.3.81,rtsp://7.103.3.22:4515/0e8b347d-7815-49ac-8630-197dea0f1a19/3/media.smp,,,
351,내송,103,본선 비상안내-9,7.103.3.82,rtsp://7.103.3.22:4515/811f5418-106e-48f9-8e5b-8c5b0827f852/3/media.smp,,,
353,내송,103,본선 비상안내-10,7.103.3.83,rtsp://7.103.3.22:4515/927c65ba-353a-440a-ab87-c01781ae63d0/3/media.smp,,,
355,내송,103,E/L-1 대합,7.103.3.201,,,,
357,내송,103,E/L-1 승강장,7.103.3.202,rtsp://7.103.3.22:4515/c1a3182d-74cf-4115-877e-020d8af06c9e/3/media.smp,,,
359,내송,103,E/S-1 대합,7.103.3.171,rtsp://7.103.3.22:4515/0a0a456d-22c0-48ec-8b19-c308cd90377c/3/media.smp,,,
361,내송,103,E/S-1 중간,7.103.3.172,rtsp://7.103.3.22:4515/98f62b15-1abf-4dad-ae6b-d3aae3027b95/3/media.smp,,,
363,내송,103,E/S-2 중간,7.103.3.173,rtsp://7.103.3.22:4515/4a463615-018d-4d1f-a0d1-76bbdac9bcc8/3/media.smp,,,
365,내송,103,E/S-2 승강,7.103.3.174,rtsp://7.103.3.22:4515/14756683-9401-4baa-bea5-1afb7e9b29a7/3/media.smp,,,
367,내송,103,선로전환기-10,7.103.3.71,rtsp://7.103.3.22:4515/b54bfde6-b8a5-4a2a-940b-ba9251e5ac61/3/media.smp,,,
369,내송,103,선로전환기-11,7.103.3.72,rtsp://7.103.3.22:4515/2f713650-8b77-4fa9-aed4-66abe79051b9/3/media.smp,,,
371,내송,103,선로전환기-12,7.103.3.73,rtsp://7.103.3.22:4515/76d1da30-eb88-4d80-9867-03ed418ea1a1/3/media.smp,,,
